one two three
2.885 3.180 3.472
1.497 1.520 1.960
4.546 4.885 5.212
9.776 9.798 10.22
8.438 8.716 8.973
4.790 4.823 5.411
6.383 6.721 7.039
9.881 10.13 10.35
5.901 5.934 6.528
5.989 6.332 6.656
3.847 4.171 4.488
6.705 6.737 7.299
3.237 3.266 3.799
0.531 0.545 0.838
3.574 3.877 4.188
8.051 8.079 8.571
10.18 10.21 10.59
7.837 7.867 8.370
2.742 3.021 3.308
4.077 4.108 4.685
4.121 4.158 4.695
3.863 3.938 4.437
2.522 2.790 2.982
3.366 3.458 4.032
0.887 0.966 1.339
1.041 1.133 1.513
0.768 0.791 1.153
4.288 4.362 4.930
2.448 2.818 3.059
2.264 2.296 2.788
3.757 3.828 4.388
2.213 2.304 2.753
6.227 6.426 6.980
6.379 6.713 6.912
6.783 6.802 7.399
5.284 5.357 5.923
5.402 5.709 5.956
6.853 7.205 7.280
2.026 2.046 2.540
1.060 1.263 1.361
2.987 3.042 3.431
0.519 0.649 0.765
4.283 4.328 4.944
2.619 2.714 3.191
3.245 3.268 3.800
1.525 1.599 2.050
0.728 0.893 1.038
0.259 0.372 0.400
1.145 1.161 1.582
1.466 1.537 1.970
1.694 1.811 2.256
1.685 1.777 2.217
1.718 1.725 2.156
0.611 0.628 0.904
0.953 1.004 1.403
1.531 1.745 1.966
2.787 3.125 3.400
1.770 1.859 2.239
4.187 4.215 4.680
0.551 0.566 0.795
0.563 0.761 0.960
0.450 0.463 0.677
5.797 6.221 6.537
5.665 5.708 6.195
0.719 0.751 1.035
2.955 2.986 3.346
0.216 0.361 0.482
0 0.369 8.971
5.312 5.658 5.988
3.579 3.609 4.166
1.194 1.416 1.651
6.130 6.163 6.745
2.106 2.133 2.611
3.951 4.264 4.583
6.568 6.600 7.175
3.225 3.532 3.833
3.177 3.481 3.781
7.230 7.261 7.798
4.051 4.082 4.652
5.513 5.844 6.174
3.547 3.576 4.132
0.498 0.645 0.813
2.858 2.886 3.398
0.119 0.176 0.250
0.178 0.253 0.351
1.464 1.702 1.952
0.518 0.532 0.818
2.159 2.186 2.666
1.582 1.826 2.081
6.534 6.566 7.143
2.896 2.923 3.445
5.794 6.138 6.465
3.971 4.001 4.575
4.208 4.541 4.864
2.571 2.598 3.096
4.668 4.994 5.323
5.136 5.466 5.797
6.110 6.452 6.774
5.751 6.096 6.423
5.635 5.668 6.258
1.220 1.242 1.654
0.175 0.253 0.351
2.937 2.965 3.482
4.261 4.580 4.904
4.308 4.642 4.967
0.400 0.529 0.681
1.130 1.152 1.554
3.097 3.399 3.697
1.889 1.915 2.382
1.803 1.828 2.297
4.541 4.864 5.192
3.059 3.360 3.657
1.150 1.171 1.581
4.077 4.407 4.728
0.576 0.734 0.913
2.594 2.621 3.127
5.509 5.542 6.134
6.449 6.771 7.088
1.854 1.879 2.351
0.468 0.481 0.758
0.402 0.539 0.691
3.901 3.932 4.496
0.984 1.003 1.391
0.827 0.845 1.201
3.338 3.367 3.912
1.663 1.912 2.169
2.846 3.128 3.418
3.166 3.195 3.724
2.518 2.545 3.041
4.088 4.119 4.690
3.131 3.434 3.733
1.174 1.394 1.629
3.279 3.587 3.890
2.864 2.891 3.411
2.159 2.424 2.696
2.665 2.956 3.240
2.035 2.061 2.536
0.278 0.388 0.515
0.357 0.478 0.621
0.718 0.734 1.072
1.960 2.219 2.486
0.998 1.254 1.437
3.584 3.587 3.885
0.138 0.207 0.213
4.370 5.036 5.365
0.319 0.382 0.616
0.222 0.302 0.469
0.155 0.313 0.425
1.106 1.352 1.411
3.954 3.957 4.344
2.374 2.732 2.908
0.688 0.689 1.000
0.167 0.247 0.254
0.784 0.801 0.948
1.923 2.462 2.735
1.123 1.201 1.462
2.057 2.152 2.590
4.849 5.342 5.551
3.464 3.494 4.045
0.913 0.932 1.308
5.703 6.034 6.362
4.068 4.383 4.705
0.654 0.823 1.012
5.520 5.553 6.145
3.397 3.695 4.001
1.467 1.716 1.966
0.926 0.946 1.318
4.202 4.534 4.858
3.648 3.967 4.280
2.219 2.245 2.735
3.516 3.818 4.128
4.970 5.003 5.600
1.149 1.170 1.579
3.938 4.265 4.584
1.973 2.245 2.512
4.160 4.191 4.771
4.612 4.660 5.250
2.603 2.660 3.177
2.899 3.130 3.351
5.056 5.385 5.639
4.343 4.560 5.142
5.810 6.140 6.468
3.170 3.459 3.761
5.578 5.610 6.209
3.927 4.553 4.877
5.500 5.534 6.125
4.837 4.870 5.458
4.124 4.440 4.441
2.015 2.276 2.544
1.782 2.027 2.297
4.125 4.156 4.736
2.406 2.695 3.207
1.879 1.913 2.380
2.828 2.887 3.337
1.817 2.075 2.406
0.195 0.280 0.397
2.233 2.289 2.733
4.172 4.489 4.813
2.333 2.360 2.848
3.341 3.637 3.942
3.009 3.295 3.590
1.158 1.179 1.584
4.262 4.293 4.877
1.208 1.230 1.647
0.458 0.604 0.766
4.946 4.978 5.576
2.880 2.908 3.428
2.350 2.377 2.872
1.087 1.311 1.541
2.269 2.296 2.781
0.803 0.990 1.195
1.813 1.839 2.301
2.946 2.974 3.491
0.697 0.871 1.065
0.714 0.731 1.063
3.530 3.832 4.142
2.765 3.045 3.332
0.182 0.263 0.364
0.657 0.673 0.993
2.496 2.769 3.049
2.536 2.767 3.084
1.257 1.461 1.721
2.778 2.825 3.350
0.883 1.115 1.338
1.704 1.733 2.197
2.493 2.781 3.073
1.571 1.823 2.080
1.620 1.654 2.102
0.917 1.127 1.328
2.059 2.324 2.575
2.051 2.079 2.561
1.392 1.617 1.873
1.786 2.151 2.403
2.883 2.902 3.452
0.854 1.079 1.308
0.536 0.699 0.859
3.031 3.059 3.588
0.382 0.514 0.663
1.366 1.388 1.816
1.015 1.223 1.447
0.963 1.175 1.396
0.190 0.273 0.376
1.137 1.365 1.598
2.049 2.323 2.592
3.094 3.123 3.647
1.915 2.185 2.451
2.970 3.268 3.562
0.213 0.304 0.414
1.586 1.830 2.085
1.415 1.438 1.870
3.155 3.446 3.746
1.358 1.381 1.808
3.165 3.470 3.769
2.406 2.690 2.967
1.453 1.476 1.912
0.379 0.504 0.652
0.631 0.804 0.991
1.534 1.787 2.040
0.424 0.564 0.721
0.251 0.353 0.473
1.186 1.207 1.616
0.575 0.740 0.920
2.182 2.460 2.732
0.402 0.538 0.691
1.786 2.039 2.301
0.550 0.564 0.859
1.812 2.067 2.329
2.926 2.954 3.470
0.821 1.018 1.227
1.052 1.273 1.500
1.964 1.990 2.461
1.741 1.992 2.253
1.102 1.327 1.557
1.814 2.081 2.343
1.255 1.492 1.731
1.102 1.327 1.557
1.967 1.993 2.464
1.011 1.228 1.452
0.964 1.176 1.397
0.295 0.408 0.539
0.790 0.975 1.180
0.898 0.917 1.285
0.861 1.054 1.265
1.813 1.838 2.300
0.935 1.145 1.364
0.949 1.160 1.379
1.892 1.917 2.384
0.960 1.163 1.383
1.383 1.628 1.874
1.368 1.611 1.857
1.365 1.608 1.853
0.403 0.539 0.692
1.590 1.614 2.061
1.299 1.538 1.780
1.314 1.555 1.797
0.330 0.451 0.590
1.322 1.552 1.795
2.220 2.246 2.730
0.785 0.970 1.174
1.691 1.715 2.170
2.203 2.481 2.754
1.533 1.786 2.039
1.333 1.355 1.780
1.332 1.563 1.806
1.492 1.743 1.994
0.398 0.533 0.685
0.424 0.565 0.721
1.545 1.798 2.052
2.493 2.520 3.015
0.430 0.571 0.728
0.639 0.814 1.001
0.553 0.708 0.884
2.195 2.461 2.734
0.643 0.659 0.976
1.655 1.903 2.160
2.000 2.026 2.499
1.767 2.031 2.292
2.859 3.154 3.445
1.715 1.740 2.197
0.832 1.021 1.230
2.079 2.354 2.624
1.435 1.682 1.931
1.065 1.287 1.515
0.928 1.137 1.355
1.000 1.020 1.404
1.059 1.281 1.508
1.750 2.014 2.275
2.809 2.836 3.353
2.260 2.528 2.802
3.346 3.375 3.913
1.243 1.468 1.706
0.995 1.015 1.399
0.692 0.874 1.068
1.978 2.250 2.518
1.016 1.036 1.423
3.009 3.295 3.590
1.588 1.844 2.099
0.367 0.496 0.642
0.232 0.329 0.444
0.774 0.966 1.169
1.072 1.093 1.487
3.114 3.417 3.715
2.202 2.480 2.753
3.144 3.173 3.707
3.063 3.351 3.648
2.451 2.478 2.971
2.336 2.605 2.882
0.333 0.449 0.588
0.086 0.132 0.193
1.257 1.494 1.733
1.991 2.017 2.489
2.213 2.480 2.753
0.474 0.624 0.788
0.473 0.622 0.786
0.279 0.389 0.516
0.272 0.380 0.506
0.811 0.829 1.181
0.272 0.380 0.506
0.280 0.390 0.517
0.616 0.632 0.947
0.175 0.250 0.348
0.568 0.583 0.882
0.895 1.092 1.306
0.886 0.904 1.270
0.318 0.436 0.573
0.257 0.361 0.482
0.858 0.876 1.237
0.322 0.436 0.572
0.886 1.090 1.304
0.875 1.078 1.291
2.298 2.325 2.812
2.512 2.785 3.066
4.103 4.419 4.741
0.215 0.303 0.412
2.670 2.960 3.245
1.323 1.564 1.807
2.467 2.494 2.994
2.995 3.294 3.589
1.583 1.606 2.059
0.930 1.140 1.357
0.657 0.673 0.993
1.846 2.113 2.377
2.908 3.204 3.496
3.729 3.759 4.324
2.874 2.902 3.422
0.938 1.148 1.367
0.836 0.854 1.212
1.310 1.551 1.793
2.866 2.894 3.407
3.151 3.179 3.714
4.089 4.419 4.741
3.425 3.737 4.044
0.408 0.546 0.700
2.053 2.079 2.561
4.113 4.443 4.765
2.903 2.931 3.452
1.015 1.035 1.422
2.377 2.660 2.937
4.424 4.456 5.036
5.295 5.626 5.957
3.349 3.659 3.964
5.364 5.397 5.989
5.259 5.590 5.920
1.554 1.808 2.062
1.116 1.137 1.538
1.435 1.458 1.892
4.643 4.969 5.297
2.156 2.182 2.663
3.600 3.904 4.215
0.194 0.275 0.379
4.211 4.544 4.868
4.925 5.268 5.598
1.750 2.014 2.275
0.083 0.128 0.187
0.478 0.621 0.786
1.241 1.262 1.683
0.846 0.864 1.223
1.208 1.230 1.641
2.270 2.297 2.789
0.465 0.613 0.776
1.050 1.070 1.467
1.205 1.227 1.643
1.196 1.218 1.628
3.378 3.675 3.981
1.894 2.163 2.429
0.748 0.766 1.106
1.107 1.333 1.564
0.350 0.475 0.618
1.211 1.445 1.682
0.873 0.892 1.256
1.715 1.965 2.225
1.809 1.834 2.303
0.360 0.482 0.626
1.820 2.086 2.349
1.618 1.642 2.091
1.023 1.242 1.467
1.799 2.065 2.327
1.005 1.025 1.410
1.472 1.721 1.972
3.729 3.759 4.316
0.459 0.599 0.761
1.379 1.401 1.830
1.226 1.450 1.687
0.843 1.043 1.253
1.032 1.052 1.441
0.350 0.476 0.619
4.178 4.495 4.818
0.517 0.666 0.836
1.253 1.479 1.718
6.056 6.399 6.722
5.577 5.610 6.208
0.242 0.337 0.455
1.456 1.479 1.915
2.792 3.072 3.361
3.747 4.055 4.370
1.857 1.883 2.348
3.718 3.748 4.304
0.877 1.081 1.294
6.683 7.002 7.313
2.897 3.193 3.485
3.291 3.586 3.889
4.038 4.069 4.638
4.399 4.721 5.047
4.979 5.145 5.736
2.029 2.290 2.559
0.443 0.587 0.746
1.817 1.842 2.305
5.420 5.751 6.081
3.221 3.634 3.815
4.530 4.562 5.152
4.281 4.600 4.925
3.903 4.215 4.533
3.158 3.202 3.685
0.477 0.627 0.793
1.429 1.452 1.885
0.730 0.908 1.106
0.595 0.756 0.937
1.091 1.112 1.509
4.139 4.456 4.778
6.028 6.060 6.652
6.079 6.421 6.744
6.614 6.948 7.260
3.403 3.432 3.981
5.927 6.256 6.582
7.714 8.004 8.285
2.671 2.699 3.202
5.815 6.160 6.486
1.599 1.844 2.100
1.585 1.609 2.062
1.403 1.649 1.896
0.717 0.902 1.099
0.451 0.597 0.758
1.288 1.310 1.730
0.689 0.870 1.063
5.237 5.270 5.869
6.227 6.567 6.888
1.604 1.628 2.083
6.621 6.940 7.253
1.973 2.233 2.500
2.325 2.352 2.840
5.749 5.782 6.379
0.740 0.928 1.128
2.117 2.381 2.652
3.220 3.512 3.814
0.709 0.893 1.089
0.491 0.643 0.810
0.557 0.712 0.888
0.451 0.625 0.721
2.246 2.595 2.884
3.317 3.346 3.883
2.254 2.522 2.796
2.248 2.515 2.789
2.578 2.605 3.104
3.264 3.293 3.741
0.767 0.962 1.118
1.149 1.176 1.618
1.602 1.683 2.136
1.826 2.115 2.331
2.429 2.448 2.870
3.537 3.543 3.945
4.928 5.482 5.819
7.467 7.913 8.236
6.527 6.559 6.816
5.107 5.651 5.982
4.795 5.424 5.755
2.041 2.587 2.863
6.871 6.902 7.154
6.257 6.290 6.875
0.518 0.668 0.838
0.920 1.119 1.335
5.672 6.002 6.331
5.875 6.204 6.531
7.337 7.368 7.906
5.830 6.174 6.501
6.299 6.332 6.909
4.824 5.152 5.482
2.233 2.500 2.774
0.190 0.197 0.362
0.031 0.032 0.064
1.422 1.445 1.878
0.466 0.607 0.769
0.009 0.010 0.011
0.015 0.015 0.020
0.016 0.016 0.023
0.017 0.017 0.024
1.924 2.182 2.448
0.718 0.895 1.091
1.719 1.970 2.229
1.580 1.603 2.056
2.562 2.849 3.131
0.711 0.895 1.091
0.265 0.274 0.478
2.265 2.291 2.783
0.513 0.669 0.839
1.283 1.522 1.762
0.140 0.146 0.279
0.092 0.096 0.194
0.307 0.418 0.551
0.006 0.006 0.007
0.010 0.011 0.012
0.885 0.903 1.274
0.070 0.107 0.159
0.035 0.036 0.074
0.044 0.065 0.100
0.334 0.450 0.589
0.123 0.183 0.261
0.312 0.423 0.557
1.259 1.486 1.725
1.779 2.032 2.294
0.289 0.401 0.531
0.008 0.008 0.009
0.021 0.021 0.034
0.571 0.735 0.914
0.013 0.014 0.017
0.266 0.373 0.497
0.023 0.024 0.042
0.016 0.019 0.023
2.619 2.908 3.191
2.244 2.524 2.798
1.770 2.034 2.296
2.812 3.106 3.395
4.154 4.275 4.840
5.238 5.341 5.873
6.271 6.360 6.882
1.596 1.688 2.141
4.950 5.335 5.582
5.771 5.814 6.403
5.201 5.531 5.778
5.276 5.600 5.904
6.635 6.671 7.248
5.677 5.710 6.306
6.079 6.232 6.773
2.905 2.923 3.411
0.020 0.022 0.032
0.333 0.379 0.584
0.052 0.055 0.108
0.856 1.057 1.268
0.167 0.174 0.323
0.008 0.008 0.009
0.207 0.214 0.388
0.242 0.250 0.443
1.063 1.083 1.481
0.323 0.333 0.560
0.371 0.501 0.648
0.009 0.009 0.011
0.181 0.257 0.356
0.007 2.727 11.01
0.884 1.079 1.292
0.705 0.722 1.057
0.112 0.169 0.241
0.260 0.269 0.470
0.019 0.024 0.031
0.324 0.334 0.562
0.738 0.755 1.098
0.131 0.191 0.271
0.214 0.301 0.410
0.208 0.367 0.450
0.583 0.924 1.123
0.014 0.018 0.022
0.136 0.281 0.386
0.245 0.254 0.328
0.640 0.878 1.073
2.567 2.576 2.860
2.630 2.657 2.879
2.630 2.657 2.879
1.125 1.145 1.552
0.477 0.490 0.769
2.411 2.438 2.930
2.820 3.101 3.390
0.052 0.054 0.114
1.971 1.997 2.474
0.840 1.039 1.249
4.876 4.909 5.498
0.288 0.298 0.511
4.776 4.809 5.396
3.760 4.069 4.384
6.614 6.933 7.246
5.632 5.666 6.256
6.887 7.201 7.507
3.940 4.253 4.572
4.051 4.082 4.651
5.330 5.661 5.991
5.740 5.774 6.363
1.598 1.622 2.076
6.496 6.529 7.106
1.389 1.623 1.869
6.303 6.336 6.913
7.697 7.727 8.239
5.750 5.784 6.373
5.111 5.455 5.786
7.993 8.287 8.558
7.991 8.020 8.515
2.969 2.997 3.515
5.374 5.720 6.050
5.810 5.843 6.439
2.944 2.972 3.496
2.175 2.201 2.689
5.848 6.178 6.505
3.856 3.887 4.449
2.499 2.526 3.028
4.998 5.031 5.628
7.486 7.516 8.046
4.002 4.405 4.683
4.067 4.458 4.728
1.454 1.777 2.014
2.831 2.846 3.273
4.654 4.679 4.945
5.548 5.581 5.853
0.116 0.242 0.337
6.605 6.968 7.298
4.451 4.872 5.120
4.660 5.077 5.359
5.494 5.527 6.119
4.462 4.785 5.112
3.000 3.028 3.548
2.061 2.087 2.570
3.492 3.793 4.102
1.465 1.714 1.964
4.830 4.863 5.451
4.457 4.488 5.077
6.901 6.933 7.493
4.278 4.612 4.937
8.179 8.207 8.697
4.612 4.644 5.236
1.759 1.784 2.244
4.115 4.431 4.754
3.280 3.309 3.851
6.698 7.030 7.340
2.217 2.243 2.727
2.136 2.162 2.641
4.128 4.160 4.732
4.363 4.395 4.973
1.507 1.530 1.970
1.957 1.982 2.459
1.080 1.293 1.522
3.488 3.802 4.111
4.843 5.185 5.515
5.258 5.603 5.934
2.708 2.736 3.241
0.749 0.767 1.107
0.130 0.193 0.273
0.457 0.597 0.758
0.384 0.516 0.665
3.026 3.054 3.575
6.219 6.559 6.880
3.472 3.786 4.095
4.799 5.141 5.470
1.328 1.351 1.780
4.391 4.712 5.038
2.608 2.635 3.142
6.697 6.768 7.317
0.772 0.854 1.217
4.348 4.670 4.969
6.238 6.575 6.860
5.827 5.890 6.227
0.689 0.716 1.050
6.216 6.542 6.825
6.210 6.536 6.834
0.896 0.915 1.282
4.485 4.823 5.150
0.329 0.444 0.582
2.100 2.125 2.610
0.642 0.809 0.996
4.906 4.939 5.528
0.304 0.419 0.552
1.582 1.837 2.092
7.348 7.379 7.910
4.659 4.691 5.277
0.781 0.965 1.168
0.764 0.946 1.148
1.655 1.679 2.131
6.161 6.194 6.775
5.880 5.913 6.508
0.695 0.869 1.062
0.283 0.394 0.522
5.123 5.468 5.799
0.856 0.875 1.236
6.203 6.236 6.823
5.364 5.695 6.025
6.442 6.474 7.054
5.712 6.057 6.385
4.755 5.096 5.425
4.012 4.043 4.611
3.749 4.057 4.372
6.554 6.587 7.155
5.036 5.068 5.667
2.673 2.950 3.235
1.361 1.383 1.810
6.216 6.248 6.835
5.264 5.609 5.940
4.711 4.743 5.330
3.731 3.761 4.318
2.524 2.551 3.054
6.795 7.125 7.432
2.916 3.213 3.505
1.183 1.204 1.613
4.944 5.273 5.603
2.574 2.849 3.131
5.206 5.536 5.867
1.430 1.453 1.886
2.772 2.800 3.315
3.298 3.593 3.896
3.219 3.511 3.813
2.426 2.710 2.988
2.565 2.853 3.135
0.850 1.042 1.252
4.283 4.603 4.928
4.502 4.533 5.123
0.681 0.853 1.045
4.988 5.316 5.647
3.770 4.092 4.408
4.751 5.092 5.421
0.823 1.020 1.229
1.694 1.718 2.180
0.890 1.095 1.309
2.559 2.834 3.116
4.437 4.774 5.100
0.375 0.500 0.647
1.012 1.032 1.418
1.108 1.128 1.533
0.549 0.703 0.878
2.385 2.656 2.933
1.373 1.616 1.862
1.015 1.035 1.427
1.210 1.433 1.670
3.009 3.295 3.590
2.732 2.760 3.266
0.853 0.872 1.232
1.335 1.357 1.787
4.097 4.428 4.749
0.865 0.883 1.246
3.349 3.659 3.964
0.825 0.843 1.203
0.312 0.429 0.564
5.536 5.568 6.167
2.834 2.861 3.379
3.182 3.210 3.747
0.715 0.732 1.069
3.033 3.333 3.629
3.275 3.304 3.839
0.930 0.949 1.323
6.424 6.457 7.029
1.758 1.783 2.243
3.077 3.366 3.903
1.421 1.519 1.964
1.778 2.042 2.291
0.304 0.314 0.530
0.164 0.239 0.333
0.034 0.049 0.074
3.560 3.575 4.146
3.569 3.886 4.197
6.221 6.253 6.840
0.804 0.822 1.178
3.059 3.347 3.643
2.609 2.885 3.168
1.090 1.111 1.513
0.632 0.647 0.966
3.675 3.981 4.294
5.939 5.972 6.566
1.214 1.437 1.674
2.111 2.137 2.622
0.922 1.131 1.348
0.918 0.937 1.314
5.420 5.751 6.081
4.052 4.382 4.703
4.523 4.861 5.188
0.700 0.716 1.046
0.188 0.266 0.368
3.400 3.429 3.977
2.116 2.142 2.621
2.640 2.930 3.214
5.759 6.104 6.431
0.375 0.386 0.629
0.891 0.909 1.281
0.768 0.786 1.130
2.923 2.969 3.480
0.502 0.561 0.857
2.155 2.620 2.897
0.680 0.702 0.863
6.283 6.319 6.631
4.893 4.926 5.291
2.959 3.518 3.832
3.232 3.654 3.962
0.765 0.787 1.116
5.598 5.634 5.969
2.664 2.672 2.987
5.938 6.063 6.549
7.728 7.734 8.110
5.089 5.094 5.587
0.643 0.651 0.985
2.327 2.700 3.033
8.748 8.759 9.139
5.684 5.956 6.453
5.185 5.215 5.532
5.537 5.567 5.895
0.836 1.125 1.394
3.689 3.785 4.208
7.631 7.670 7.991
7.572 7.675 8.130
4.928 4.978 5.394
7.571 7.641 8.032
1.847 1.871 2.210
5.567 5.580 6.062
5.287 5.632 5.963
5.636 5.669 6.260
4.133 4.464 4.787
0.120 0.180 0.256
1.947 1.972 2.442
1.004 1.221 1.444
2.265 2.545 2.819
4.811 4.843 5.438
2.407 2.434 2.932
1.524 1.765 2.018
0.836 0.855 1.212
2.520 2.794 3.074
3.763 3.794 4.352
4.196 4.227 4.809
4.739 5.066 5.395
0.449 0.595 0.755
4.807 5.149 5.478
6.848 6.880 7.443
8.748 8.774 9.231
6.715 6.747 7.316
6.760 7.077 7.386
7.502 7.799 8.086
0.747 0.764 1.104
0.008 0.009 0.010
0.341 0.352 0.583
2.679 2.706 3.210
0.985 1.200 1.423
0.071 0.074 0.154
5.118 5.151 5.743
0.807 0.993 1.199
1.286 1.308 1.733
0.467 0.616 0.779
0.009 0.009 0.011
1.636 1.895 2.152
0.019 0.020 0.031
3.597 3.901 4.212
3.542 3.844 4.154
2.663 2.690 3.199
3.631 3.661 4.220
4.939 4.972 5.561
9.596 9.619 10.04
7.317 7.347 7.887
7.245 7.549 7.844
7.872 7.901 8.403
4.737 5.078 5.407
8.012 8.041 8.534
6.720 6.752 7.314
6.662 6.694 7.258
7.554 7.584 8.110
6.281 6.620 6.940
4.006 4.037 4.605
3.464 3.494 4.038
8.510 8.536 9.007
7.706 7.735 8.253
9.687 9.710 10.13
7.523 7.553 8.081
10.71 10.93 11.14
2.964 3.262 3.556
1.959 1.984 2.455
9.051 9.298 9.538
8.416 8.683 8.942
7.784 8.072 8.350
8.097 8.126 8.614
7.776 8.064 8.343
5.167 5.497 5.828
6.104 6.432 6.755
7.269 7.300 7.836
3.837 4.148 4.465
0.083 0.125 0.184
3.709 4.029 4.344
7.557 7.587 8.106
5.106 5.450 5.781
2.502 2.775 3.055
6.557 6.589 7.164
6.748 6.780 7.348
4.700 4.732 5.326
7.492 7.802 8.089
9.432 9.456 9.879
8.228 8.501 8.765
1.309 1.331 1.758
0.439 0.451 0.719
0.647 0.662 0.985
3.074 3.362 3.659
6.906 6.937 7.498
9.637 9.869 10.10
7.243 7.561 7.855
1.180 1.201 1.614
4.932 5.275 5.605
1.087 1.107 1.509
6.915 7.228 7.533
8.374 8.643 8.902
8.682 8.940 9.191
7.930 8.213 8.486
7.782 7.811 8.324
6.497 6.833 7.147
8.680 8.706 9.167
7.512 7.809 8.096
7.916 8.200 8.474
9.278 9.529 9.763
9.724 9.964 10.20
9.538 9.561 9.980
9.084 9.341 9.580
9.404 9.652 9.883
4.526 4.558 5.149
8.080 8.358 8.627
4.549 4.580 5.171
7.439 7.469 8.002
10.01 10.03 10.43
6.192 6.518 6.840
2.825 2.852 3.370
7.771 8.059 8.338
8.215 8.488 8.753
2.224 2.251 2.741
8.467 8.494 8.967
9.822 10.06 10.28
9.182 9.207 9.637
9.985 10.22 10.44
8.408 8.687 8.945
5.315 5.348 5.940
5.811 5.845 6.433
9.042 9.067 9.504
8.315 8.585 8.847
9.737 9.761 10.17
9.761 9.784 10.20
6.220 6.252 6.839
5.760 5.793 6.382
7.213 7.223 7.827
8.772 8.798 9.248
8.524 8.797 9.054
1.875 1.913 2.386
0.950 0.969 1.346
2.825 3.119 3.409
6.763 6.808 7.361
8.061 8.086 8.497
11.47 11.52 11.88
10.02 10.05 10.44
10.40 10.63 10.83
10.16 10.39 10.78
7.096 7.418 7.717
1.589 1.613 2.079
6.029 6.357 6.681
0.931 0.950 1.329
7.183 7.489 7.786
5.227 5.260 5.851
6.985 7.297 7.600
6.481 6.817 7.132
4.057 4.088 4.665
7.103 7.411 7.711
0.482 0.495 0.776
4.082 4.113 4.691
1.410 1.432 1.870
0.399 0.534 0.686
2.502 2.788 3.068
5.940 6.284 6.609
6.077 6.110 6.700
5.244 5.589 5.919
0.257 0.361 0.483
5.476 5.807 6.137
0.899 0.918 1.291
8.616 8.888 9.140
12.39 12.60 12.80
12.15 12.36 12.56
10.27 10.49 10.71
9.887 10.13 10.35
4.672 4.997 5.326
0.754 0.771 1.112
5.635 5.966 6.295
8.454 8.481 8.949
4.191 4.523 4.846
2.087 2.113 2.591
0.589 0.757 0.938
4.155 4.486 4.809
6.427 6.765 7.081
11.79 12.00 12.20
10.71 10.73 11.11
11.95 12.15 12.36
11.95 12.16 12.36
11.09 11.11 11.48
11.49 11.70 11.90
9.494 9.517 9.938
2.814 2.842 3.359
7.483 7.513 8.044
6.859 7.173 7.479
6.086 6.413 6.737
8.852 9.117 9.362
8.369 8.649 8.908
5.217 5.250 5.849
6.553 6.585 7.160
7.789 8.077 8.355
2.667 2.945 3.229
3.495 3.524 4.077
4.849 5.177 5.507
8.751 9.018 9.266
6.156 6.497 6.819
1.448 1.685 1.934
8.491 8.767 9.023
2.604 2.892 3.175
3.073 3.101 3.631
6.567 6.599 7.174
7.346 7.660 7.952
6.555 6.587 7.162
7.742 7.771 8.286
4.238 4.571 4.895
5.848 5.881 6.476
6.585 6.617 7.192
5.549 5.880 6.210
4.518 4.856 5.184
4.326 4.661 4.986
2.064 2.338 2.608
4.031 4.062 4.638
3.770 4.093 4.409
4.489 4.826 5.153
1.119 1.139 1.545
1.511 1.762 2.015
4.400 4.432 5.012
5.815 5.848 6.443
0.026 0.027 0.049
0.530 0.544 0.838
1.322 1.562 1.805
0.324 0.334 0.558
1.731 1.994 2.254
5.450 5.483 6.082
2.640 2.917 3.201
0.165 0.241 0.335
9.090 9.114 9.554
5.739 6.069 6.397
7.200 7.231 7.777
8.249 8.276 8.762
2.238 2.264 2.755
6.711 7.043 7.352
7.089 7.120 7.672
3.831 4.155 4.472
4.708 4.740 5.334
6.202 6.543 6.864
8.513 8.540 9.005
7.454 7.765 8.054
7.432 7.744 8.033
8.446 8.473 8.947
0.141 0.147 0.280
1.319 1.560 1.803
0.601 0.616 0.928
0.018 0.018 0.026
0.328 0.339 0.565
0.505 0.519 0.802
1.703 1.953 2.212
4.638 4.670 5.263
3.267 3.575 3.878
2.787 2.815 3.323
6.262 6.587 6.908
3.290 3.598 3.901
1.452 1.701 1.950
1.064 1.085 1.478
6.246 6.572 6.892
6.227 6.568 6.888
3.493 3.522 4.068
8.696 8.954 9.204
5.746 6.091 6.419
5.243 5.588 5.918
3.466 3.495 4.047
3.100 3.389 3.687
4.853 5.181 5.511
0.696 0.712 1.046
3.449 3.748 4.056
8.369 8.638 8.898
1.887 1.913 2.380
7.487 7.784 8.072
7.371 7.402 7.932
8.390 8.417 8.895
5.714 5.747 6.344
5.650 5.683 6.281
7.458 7.488 8.013
6.473 6.506 7.084
4.341 4.661 4.987
0.890 0.909 1.275
0.792 0.977 1.182
2.631 2.907 3.191
2.220 2.499 2.772
7.065 7.388 7.688
3.861 3.892 4.462
4.729 4.762 5.349
6.386 6.419 6.993
3.371 3.400 3.940
5.819 6.164 6.490
6.208 6.240 6.827
7.586 7.615 8.140
6.409 6.747 7.064
2.329 2.611 2.887
4.665 4.697 5.283
6.626 6.658 7.224
6.021 6.364 6.688
5.510 5.543 6.134
4.079 4.395 4.717
4.539 4.862 5.190
7.582 7.612 8.130
8.401 8.428 8.905
3.935 3.966 4.538
3.317 3.613 3.917
5.438 5.470 6.070
6.278 6.617 6.937
7.420 7.450 7.984
1.059 1.079 1.472
7.693 7.723 8.241
8.465 8.492 8.965
